id,title,description,created_at,updated_at,url,image_file_name,image_content_type,image_file_size,image_updated_at,image_remote_url,retina_dimensions
68,"Harry Potter Boxed Set","The twins are huge HP fans, as well as huge book fans. They also love collections. They would eat this up with a spoon.","2015-05-23 14:01:29.651154","2015-05-23 14:01:29.651154",http://www.amazon.com/Harry-Potter-Paperback-Box-Books/dp/0545162076/ref=sr_1_2?ie=UTF8&qid=1432389636&sr=8-2&keywords=harry+potter+7+books,41v5r8HSynL._SX258_BO1_204_203_200_.jpg,image/jpeg,8757,"2015-05-23 14:01:28.876133","http://ecx.images-amazon.com/images/I/41v5r8HSynL._SX258_BO1,204,203,200_.jpg","---
:image:
  :medium:
    :width: 130
    :height: 63
"
69,"Dutch Wonderland Money","The fam is taking a trip to Dutch Wonderland on June 16th. It would be super to have monies toward that, either the tickets or ""pin money."" It's about 30 bucks a person to get in on that particular day, which I guess is better than Disneyland, but still.","2015-05-23 14:02:58.890520","2015-05-23 14:02:58.890520",https://www.dutchwonderland.com/plan-a-visit/tickets-and-passes,PAL_DutchWonderland.png,image/png,19414,"2015-05-23 14:02:58.367603",https://www.dutchwonderland.com/sites/all/themes/pcore/img/og/PAL_DutchWonderland.png,"---
:image:
  :medium:
    :width: 100
    :height: 100
"
70,"Lova Bracelet","Beautiful bracelet","2015-05-23 18:15:32.133617","2015-05-23 18:15:32.133617",http://www.amazon.com/Lova-Jewelry-Purple-Vintage-Bracelet/dp/B00N28UVU6/ref=sr_1_168?s=apparel&ie=UTF8&qid=1432404824&sr=1-168&keywords=lova+charms,51LYM9C6zpL._SX300_.jpg,image/jpeg,16292,"2015-05-23 18:15:31.319559",http://ecx.images-amazon.com/images/I/51LYM9C6zpL._SX300_.jpg,"---
:image:
  :medium:
    :width: 150
    :height: 115
"
71,"Amazon.com: Making Learning Whole: How Seven Principles of Teaching Can Transform Education eBook: David Perkins: Kindle Store","","2015-05-28 14:58:03.531797","2015-05-28 14:58:03.531797",http://www.amazon.com/Making-Learning-Whole-Principles-Transform-ebook/dp/B0037NWZZ0/ref=tmm_kin_title_0?_encoding=UTF8&sr=&qid=,51133ySOMhL._BO2_204_203_200_PIsitb-sticker-v3-big_TopRight_0_-55_SX278_SY278_PIkin4_BottomRight_1_22_AA300_SH20_OU01_.jpg,image/jpeg,18716,"2015-05-28 14:58:02.656655","http://ecx.images-amazon.com/images/I/51133ySOMhL._BO2,204,203,200_PIsitb-sticker-v3-big,TopRight,0,-55_SX278_SY278_PIkin4,BottomRight,1,22_AA300_SH20_OU01_.jpg","---
:image:
  :medium:
    :width: 150
    :height: 150
"
72,"Amazon.com: The Big Picture: Education Is Everyone's Business eBook: Dennis Littky, Samantha Grabelle: Kindle Store","","2015-05-28 14:58:49.290732","2015-05-28 14:59:02.308509",http://www.amazon.com/Big-Picture-Education-Everyones-Business-ebook/dp/B007BSZAYK/ref=tmm_kin_title_0?_encoding=UTF8&sr=&qid=,51HAzr00U2L._BO2_204_203_200_PIsitb-sticker-v3-big_TopRight_0_-55_SX278_SY278_PIkin4_BottomRight_1_22_AA300_SH20_OU01_.jpg,image/jpeg,23913,"2015-05-28 14:59:01.977888","http://ecx.images-amazon.com/images/I/51HAzr00U2L._BO2,204,203,200_PIsitb-sticker-v3-big,TopRight,0,-55_SX278_SY278_PIkin4,BottomRight,1,22_AA300_SH20_OU01_.jpg","---
:image:
  :medium:
    :width: 150
    :height: 150
"
73,"Amazon.com: The Children's Machine: Rethinking School In The Age Of The Computer (9780465010639): Seymour Papert: Books","","2015-05-28 15:00:45.954812","2015-05-28 15:00:45.954812",http://www.amazon.com/gp/product/0465010636/ref=as_li_tl?ie=UTF8&camp=1789&creative=390957&creativeASIN=0465010636&linkCode=as2&tag=resourcesforprog&linkId=CREC2YNTRZRXCXJH,51eh5RCHIxL._SY344_BO1_204_203_200_.jpg,image/jpeg,24145,"2015-05-28 15:00:45.573729","http://ecx.images-amazon.com/images/I/51eh5RCHIxL._SY344_BO1,204,203,200_.jpg","---
:image:
  :medium:
    :width: 108
    :height: 173
"
74,"My Own Story Book","One of these per twin would be THE hit of the birthday season. All they ever talk about is writing and publishing their own books.","2015-05-30 16:13:31.193402","2015-05-30 16:13:31.193402",http://www.amazon.com/Lulu-Jr-Illustory-Newest-Version/dp/B00IUAAJY4/ref=dp_ob_title_bk,61HQ7utiPbL._SX300_.jpg,image/jpeg,29271,"2015-05-30 16:13:30.506959",http://ecx.images-amazon.com/images/I/61HQ7utiPbL._SX300_.jpg,"---
:image:
  :medium:
    :width: 150
    :height: 138
"
75,"Nancy Drew Puzzle","They saw this somewhere and expressed interest. They sure love Nancy Drew!","2015-06-01 21:23:53.205398","2015-06-01 21:23:53.205398",http://www.basbleu.com/cgi-bin/hazel.cgi?ACTION=DETAIL&ITEM=UJ7612&websource=GOOGLSH&utm_source=Google&utm_medium=PLA&coupon_code=BBGOOGLE7&gclid=CM6o3eS278UCFdIXHwodVbwAhg,UJ7612.jpg,image/jpeg,82177,"2015-06-01 21:23:52.755938",http://www.basbleu.com/graphics/products/regular/UJ7612.jpg,"---
:image:
  :medium:
    :width: 230
    :height: 230
"
76,"Hair Dryer(s)","They would SCREAM if they got their very own hair dryer(s)!! Mine is old and lame-o, and this would mean hours o' fun.","2015-06-01 21:24:46.132442","2015-06-01 21:24:46.132442",http://www.amazon.com/Revlon-RV544PKF-1875W-Tourmaline-Ceramic/dp/B000FS05VG/ref=sr_1_1?s=beauty&ie=UTF8&qid=1433193775&sr=1-1,41fWsKBLaOL._SY300_.jpg,image/jpeg,11302,"2015-06-01 21:24:45.763281",http://ecx.images-amazon.com/images/I/41fWsKBLaOL._SY300_.jpg,"---
:image:
  :medium:
    :width: 150
    :height: 150
"
77,"Princess Dress","Little Emma often asks for a princess dress. This seems like a lovely choice. Anything pretty would fit the bill I'm sure.","2015-06-04 01:53:01.890961","2015-06-04 01:53:01.890961",http://www.amazon.com/FashionModa4U-New-Cinderella-2015-Dress/dp/B00WNFWDPU/ref=pd_sim_193_6?ie=UTF8&refRID=0N0FGPS32N1TM32A6WC3,41bokdmlzbL._SY445_.jpg,image/jpeg,22231,"2015-06-04 01:53:01.286702",http://ecx.images-amazon.com/images/I/41bokdmlzbL._SY445_.jpg,"---
:image:
  :medium:
    :width: 166
    :height: 222
"
79,"Karaoke Machine","I don't know how much I really want them to have this -- and I fear it falling into the hands of people like Damon -- but I know it is Emma's heart's desire, so I'm putting it here.","2015-06-04 02:37:46.186240","2015-06-04 02:37:46.186240",http://www.amazon.com/Singing-Machine-SML-385W-Karaoke-System/dp/B0037JT95I/ref=sr_1_2?ie=UTF8&qid=1433385368&sr=8-2&keywords=karaoke+kids,51elZ86e-uL._SY300_.jpg,image/jpeg,19462,"2015-06-04 02:37:45.780192",http://ecx.images-amazon.com/images/I/51elZ86e-uL._SY300_.jpg,"---
:image:
  :medium:
    :width: 150
    :height: 150
"
80,"Secretary Supplies","I am not quite sure yet what to post about this yet, so I'll tell you what I know for now: the girls love anything a secretary would have.","2015-06-04 02:39:26.441172","2015-06-04 02:39:26.441172",http://blog.gulpfish.com/2013/07/administrative-assistants-these-arent-your-mad-men-secretaries/,secretary_cartoon_15.jpg,image/jpeg,24226,"2015-06-04 02:39:26.016050",http://blog.gulpfish.com/wp-content/uploads/2013/07/secretary_cartoon_15.jpg,"---
:image:
  :medium:
    :width: 144
    :height: 101
"
81,"Neat Art Kit","Lily would love this.","2015-06-04 02:43:38.582479","2015-06-04 02:43:38.582479",http://www.growingtreetoys.com/product/cool-metallics-pictures-and-designs-coloring-and-artivity-book,023979378_259_.jpg,image/jpeg,23188,"2015-06-04 02:43:38.176582",http://www.growingtreetoys.com/img/cache/product/023979378_259_.jpg,"---
:image:
  :medium:
    :width: 129
    :height: 129
"
82,"Watercolor Pencils","Emma would love. They adore art kits.","2015-06-04 03:05:48.171057","2015-06-04 03:05:48.171057",http://www.growingtreetoys.com/product/do-art-watercolor-pencils,025408378_259_.jpg,image/jpeg,17296,"2015-06-04 03:05:47.769589",http://www.growingtreetoys.com/img/cache/product/025408378_259_.jpg,"---
:image:
  :medium:
    :width: 125
    :height: 129
"
83,"Metallic Kit -- Fancier Version","Another metallic kit for Lil -- more complex.","2015-06-04 03:07:07.157761","2015-06-04 03:07:07.157761",http://www.growingtreetoys.com/product/metallic-mania-kit,024798378_259_.jpg,image/jpeg,13236,"2015-06-04 03:07:06.767542",http://www.growingtreetoys.com/img/cache/product/024798378_259_.jpg,"---
:image:
  :medium:
    :width: 129
    :height: 129
"
84,"Platform Swing","Same as we listed for Tim -- and sure to be enjoyed by all!","2015-06-04 23:56:09.541635","2015-06-04 23:56:09.541635",http://www.hearthsong.com/deluxe-platform-swing.htm,,,,,"",
85,"MP3 Players","Benbo did an amazing job picking an awesome MP3 player for Jane. Now the twins want them too! I put this one here just because. I figured just about anyone else is better qualified to pick a reasonable deal.","2015-06-04 23:57:36.925699","2015-06-04 23:57:36.925699",http://www.amazon.com/Sandisk-SDMX26-008G-G46K-Clip-Player-Black/dp/B00VXMY262/ref=sr_1_6?ie=UTF8&qid=1433462185&sr=8-6&keywords=mp3+player,61oIYTZKlQL._SL110_.jpg,image/jpeg,1449,"2015-06-04 23:57:36.285256",http://ecx.images-amazon.com/images/I/61oIYTZKlQL._SL110_.jpg,"---
:image:
  :medium:
    :width: 55
    :height: 43
"
99,"The Quantum and the Lotus","","2015-09-22 15:53:10.398539","2015-09-22 15:53:10.398539",http://www.amazon.com/The-Quantum-Lotus-Frontiers-Buddhism/dp/1400080797,41Vkky1nICL._AC_UL115_.jpg,image/jpeg,3522,"2015-09-22 15:53:09.138703",http://ecx.images-amazon.com/images/I/41Vkky1nICL._AC_UL115_.jpg,"---
:image:
  :medium:
    :width: 37
    :height: 57
"
100,"LEGO Dimensions Starter Pack","New game with collectible aspect. Sure to be a hit, to say the least. For Wii U.","2015-09-27 03:27:06.478805","2015-09-27 03:27:59.373099",http://www.amazon.com/gp/product/B00VMB5VFK/ref=s9_simh_gw_p63_d0_i1?pf_rd_m=ATVPDKIKX0DER&pf_rd_s=desktop-1&pf_rd_r=1M5CX741KEBEMP7847AP&pf_rd_t=36701&pf_rd_p=2079475242&pf_rd_i=desktop,61k-8RHGQKL._AC_UL115_.jpg,image/jpeg,6024,"2015-09-27 03:27:59.065859",http://ecx.images-amazon.com/images/I/61k-8RHGQKL._AC_UL115_.jpg,"---
:image:
  :medium:
    :width: 57
    :height: 41
"
101,Legos!,"Blake's favorite Legos these days are the Marvel and DC ones, and he has asked to get into Lego Movie and Lego City. We have Hulkbuster, bat mobile, riddler car, spider man and doc ock armored car, and hulk lab smash.","2015-09-27 14:02:26.021485","2015-09-27 14:02:56.747102","",,,,,"",
102,Books,"Blake stays up reading his many books for at least 30 minutes every night, even after we read to him. He is not yet really reading, but is close. Some that he likes are super hero books or children's comics (e.g. Tiny Titans), but he will go to his bookshelf and get pretty much anything.","2015-09-27 14:08:46.691380","2015-09-27 14:09:56.566487","",,,,,"",
103,"Hulk-buster costume","Hulk-buster is a big deal around here.","2015-09-27 17:27:15.242469","2015-09-27 17:27:31.385857",http://www.chasing-fireflies.com/boys-ultimate-hulk-buster-c2ae-costume/costumes-dress-up/boys-costumes/superhero-boys-costumes/186039,51895_main,image/jpeg,20652,"2015-09-27 17:27:31.124654",http://chasingfireflies.scene7.com/is/image/ChasingFireflies//51895_main,"---
:image:
  :medium:
    :width: 167
    :height: 200
"
104,"Thor costume","Blake also wants this one. The hammer is extra, get that too!","2015-09-27 17:29:15.139032","2015-09-27 17:29:15.139032",http://www.chasing-fireflies.com/boys-ultimate-thor-c2ae-costume/costumes-dress-up/boys-costumes/superhero-boys-costumes/194208,51892_main,image/jpeg,24612,"2015-09-27 17:29:14.858234",http://chasingfireflies.scene7.com/is/image/ChasingFireflies//51892_main,"---
:image:
  :medium:
    :width: 167
    :height: 200
"
105,"A Beautiful Question","","2015-09-29 15:31:37.817025","2015-09-29 15:31:37.817025",http://www.amazon.com/Beautiful-Question-Finding-Natures-Design-ebook/dp/B00OZ0TOZI/ref=sr_1_1_twi_kin_2?ie=UTF8&qid=1443540646&sr=8-1&keywords=a+beautiful+question,41AVXg7uiKL._SY445_QL70_.jpg,image/jpeg,13073,"2015-09-29 15:31:37.162408",http://ecx.images-amazon.com/images/I/41AVXg7uiKL._SY445_QL70_.jpg,"---
:image:
  :medium:
    :width: 147
    :height: 222
"
106,"The Myth of Sisyphus","","2015-10-05 02:05:57.613184","2015-10-05 02:05:57.613184",http://www.amazon.com/Myth-Sisyphus-Essays-Vintage-International-ebook/dp/B009UAO2H8/ref=tmm_kin_swatch_0?_encoding=UTF8&qid=1444010310&sr=8-3,41lSJ4D6FRL._SY445_QL70_.jpg,image/jpeg,11939,"2015-10-05 02:05:56.677396",http://ecx.images-amazon.com/images/I/41lSJ4D6FRL._SY445_QL70_.jpg,"---
:image:
  :medium:
    :width: 144
    :height: 222
"
107,"Death and Birth, etc.","A recent Mike Gorman book","2015-11-01 15:02:00.667850","2015-11-01 15:02:00.667850",http://www.amazon.com/gp/product/1620326558?psc=1&redirect=true&ref_=ox_sc_sfl_title_3&smid=ATVPDKIKX0DER,,,,,"",
108,"Wagner Experience","Good reviews from the Brits","2015-11-01 15:04:03.666205","2015-11-01 15:04:03.666205",http://www.amazon.com/gp/product/1908699434?psc=1&redirect=true&ref_=ox_sc_sfl_title_1&smid=A3ADN03F2ABAVW,,,,,"",
109,"Sorcerer of Bayreuth","Went to Millington's talk in DC","2015-11-01 15:09:52.868736","2015-11-01 15:09:52.868736",http://www.amazon.com/gp/product/0199933766?psc=1&redirect=true&ref_=ox_sc_sfl_title_4&smid=ATVPDKIKX0DER,,,,,"",
110,"My Life with Wagner","The latest conducting whiz","2015-11-01 15:11:58.431130","2015-11-01 15:11:58.431130",http://www.amazon.com/gp/product/029760855X?psc=1&redirect=true&ref_=ox_sc_sfl_title_2&smid=AHNEEZ9CVAP3Q,,,,,"",
111,"Wagner - a Life","To get a life","2015-11-01 15:14:06.019025","2015-11-01 15:14:06.019025",http://www.amazon.com/gp/product/0226924610?psc=1&redirect=true&ref_=ox_sc_sfl_title_3&smid=ATVPDKIKX0DER,,,,,"",
112,"The Quotidian Mysteries","So my thing.","2015-11-01 18:53:17.287129","2015-11-01 18:53:31.163646",http://www.amazon.com/Quotidian-Mysteries-22Womens-Madeleva-Spirituality/dp/0809138018/ref=tmm_pap_swatch_0?_encoding=UTF8&qid=&sr=,611H2mYfu8L._AC_UL115_.jpg,image/jpeg,4122,"2015-11-01 18:53:30.792925",http://ecx.images-amazon.com/images/I/611H2mYfu8L._AC_UL115_.jpg,"---
:image:
  :medium:
    :width: 39
    :height: 57
"
113,"iPhone 6 Plus","I dream of this daily: a screen for old people!","2015-11-01 18:54:53.561463","2015-11-01 18:55:02.042806",http://www.verizonwireless.com/smartphones/iphone-6-plus/,apple-iphone-6-plus-spacegray,image/png,35056,"2015-11-01 18:55:01.741903",https://ss7.vzw.com/is/image/VerizonWireless/apple-iphone-6-plus-spacegray?$device-med$,"---
:image:
  :medium:
    :width: 62
    :height: 95
"
114,Keurig,"Yeah, it's been a fun ""thought experiment"" to see if life is livable without a Keurig since ours went up a while ago. It isn't. Experiment over.","2015-11-01 18:56:31.153858","2015-11-01 18:58:56.409674",http://www.amazon.com/Keurig-K40-Elite-Brewing-System/dp/B000AQPMHA/ref=sr_1_1?s=kitchen&ie=UTF8&qid=1446404318&sr=1-1&keywords=keurig,41yi6rTUKYL._AC_UL115_.jpg,image/jpeg,3512,"2015-11-01 18:58:56.074852",http://ecx.images-amazon.com/images/I/41yi6rTUKYL._AC_UL115_.jpg,"---
:image:
  :medium:
    :width: 47
    :height: 57
"
115,"Bouncy chair","Been dreaming of this for my classroom desk, so my back issues could be a bit relieved. I could always just get the ball, but I really like the idea of the stable base, considering my track record with falling off of things. I love the purple one best, obvs.","2015-11-15 16:11:18.012903","2015-11-15 16:11:18.012903",http://www.amazon.com/Gaiam-Balance-Ball-Chair-Black/dp/B0007VB4NE/ref=sr_1_2?ie=UTF8&qid=1447603736&sr=8-2&keywords=tall+stool+rolling+ergonomic&pebp=1447603739225&perid=1E2Y9MP1RRWDHD7G9STY,41-Wbr_2BJq_2BL._AC_UL115_.jpg,image/jpeg,2710,"2015-11-15 16:11:16.791075",http://ecx.images-amazon.com/images/I/41-Wbr%2BJq%2BL._AC_UL115_.jpg,"---
:image:
  :medium:
    :width: 40
    :height: 57
"
116,"Wagner Experience","Good reviews from Brits","2015-11-18 18:56:00.812805","2015-11-18 18:57:14.874786",http://www.amazon.com/gp/product/1908699434?psc=1&redirect=true&ref_=ox_sc_sfl_title_1&smid=A3ADN03F2ABAVW,,,,,"",
117,"My Life with Wagner","Latest conducting whiz","2015-11-18 18:59:18.097129","2015-11-18 18:59:18.097129",http://www.amazon.com/gp/product/029760855X?psc=1&redirect=true&ref_=ox_sc_sfl_title_2&smid=AHNEEZ9CVAP3Q,,,,,"",
119,"Beatlebone - Kindle edition by Kevin Barry. Literature & Fiction Kindle eBooks @ Amazon.com.","Kindle version please","2015-11-24 02:05:04.752238","2015-11-24 02:05:04.752238",http://www.amazon.com/Beatlebone-Kevin-Barry-ebook/dp/B00TWDZYMK/ref=tmm_kin_swatch_0?_encoding=UTF8&qid=1448330675&sr=8-1,,,,,"",
120,"Thing Explainer: Complicated Stuff in Simple Words: Randall Munroe: 9780544668256: Amazon.com: Books","Hardback please.  Some day J and C will read this!","2015-11-24 02:06:14.537681","2015-11-24 02:06:14.537681",http://www.amazon.com/gp/product/0544668251/ref=s9_simh_gw_p14_d2_i1?pf_rd_m=ATVPDKIKX0DER&pf_rd_s=desktop-5&pf_rd_r=1HSAJFB296W4XS6MAXAF&pf_rd_t=36701&pf_rd_p=2090149182&pf_rd_i=desktop,,,,,"",
121,"Amazon.com: Netflix Gift Card $30: Gift Cards","Or whatever denomination you like.","2015-11-24 02:09:40.665349","2015-11-24 02:10:36.024104",http://www.amazon.com/Netflix-Gift-Card-30/dp/B00X6G8WCI/ref=sr_1_3?ie=UTF8&qid=1448330915&sr=8-3&keywords=spotify+gift+card,,,,,"",
122,"Amazon.com: Spotify Gift Card $30: Gift Cards","Or whatever amount you care to give.  I'm addicted to Spotify Premium.","2015-11-24 02:10:20.739786","2015-11-24 02:10:20.739786",http://www.amazon.com/Spotify-Gift-Card-30/dp/B00G3LBDDS/ref=sr_1_1?ie=UTF8&qid=1448330991&sr=8-1&keywords=spotify+gift+card,,,,,"",
123,"Amazon.com: Ancillary Mercy (Imperial Radch) eBook: Ann Leckie: Kindle Store","Started this series last Xmas -- loved it","2015-11-24 02:11:36.759341","2015-11-24 02:11:36.759341",http://www.amazon.com/Ancillary-Mercy-Imperial-Radch-Leckie-ebook/dp/B00TOT9LEY/ref=tmm_kin_swatch_0?_encoding=UTF8&qid=1448331056&sr=8-1,,,,,"",
124,Massage,"Greatly enjoyed this last year and would like to repeat it for my birthday this year.  $25 off gift certificates purchased on 11/30 with code ""CYBER2015"".","2015-11-29 01:38:32.248498","2015-11-30 16:04:09.958720",http://www.ojaswellness.com,Remedial-Massage.jpg,image/jpeg,322537,"2015-11-30 16:04:09.164049",http://symiwellbeingcentre.com/wordpress/wp-content/uploads/2015/02/Remedial-Massage.jpg,"---
:image:
  :medium:
    :width: 300
    :height: 199
"
125,Gloves,"Ben has these for me already. Black Friday price was $35.","2015-11-29 01:55:36.311817","2015-11-29 01:55:53.504256",http://www.landsend.com/products/womens-luxe-leather-gloves/id_291957?sku_0=::BLA,422461_A512_LF_BLA,image/jpeg,12328,"2015-11-29 01:55:53.121187",http://s7.landsend.com/is/image/LandsEnd/422461_A512_LF_BLA,"---
:image:
  :medium:
    :width: 167
    :height: 250
"
126,"Gift Card | Ann Taylor","Boring, but my 2008 work wardrobe from Marshalls could use some freshening up.","2015-11-29 02:03:27.759776","2015-11-29 02:06:53.993531",https://www.anntaylor.com/gift-cards?loc=GiftGuide_GiftCards_Winter2&ICID=GiftGuide_GiftCards_Winter2,at_giftcard.png,image/png,3852,"2015-11-29 02:06:53.614022",https://www.anntaylor.com/webassets/annpl/img/at_giftcard.png,"---
:image:
  :medium:
    :width: 180
    :height: 113
"
127,"Gift Card | Banana Republic","Ditto on Ann Taylor","2015-11-29 02:06:22.035166","2015-11-29 02:35:57.314944","http://bananarepublic.gap.com/customerService/info.do?cid=61830&mlink=5001,10460025,Footer2_GiftCard&clink=10460025",Holiday_Card_1.jpg,image/jpeg,22465,"2015-11-29 02:35:56.932972",http://bananarepublic.gap.com/Asset_Archive/BRWeb/content/0010/414/553/assets/Holiday_Card_1.jpg,"---
:image:
  :medium:
    :width: 101
    :height: 105
"
128,Headspace,"I use this meditation app nightly to help sleep and achieve balance.","2015-11-29 02:09:33.984028","2015-11-29 02:09:33.984028",https://www.headspace.com/giftcheckout/setup,HSETEMP_GIFTTORECIPIENT_2.png,image/png,21907,"2015-11-29 02:09:33.567595",https://www.headspace.com/bundles/headspacesite/images/v2/gift/templates/HSETEMP_GIFTTORECIPIENT_2.png,"---
:image:
  :medium:
    :width: 81
    :height: 80
"
129,"Yoga Classes","Used to be a regular, before, you know...","2015-11-29 02:22:49.545546","2015-11-29 02:35:34.824302",https://clients.mindbodyonline.com/classic/home?studioid=3664,ccy_yw_600x171.png,image/png,41438,"2015-11-29 02:35:34.435313",http://96bda424cfcc34d9dd1a-0a7f10f87519dba22d2dbc6233a731e5.r41.cf2.rackcdn.com/charmcityyoga/logo/ccy_yw/ccy_yw_600x171.png,"---
:image:
  :medium:
    :width: 300
    :height: 85
"
